Procurement_ID,Order_Date,Department_ID,Category_ID,Supplier_ID,Procurement_Method,Quantity,Estimated_Unit_Price_AZN,Actual_Unit_Price_AZN,Contract_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Region,Quality_Score
PR-2025-02827,2025-05-16,DEP-007,CAT-007,SUP-009,Request for Quotation,937,4.43,4.13,2025-05-27,2025-06-12,2025-06-16,Completed,Baku,4.1
PR-2026-02828,2026-03-05,DEP-004,CAT-011,SUP-029,Framework Agreement,4,6203.42,5942.95,2026-03-09,2026-04-03,,In Progress,Baku,
PR-2025-02829,2025-08-05,DEP-006,CAT-016,SUP-080,Open Tender,3,12511.37,14600.35,2025-08-28,2025-09-09,2025-09-05,Completed,Baku,4.4
PR-2024-02830,2024-09-20,DEP-005,CAT-009,SUP-036,Framework Agreement,90,244.29,219.19,2024-10-03,2024-10-12,2024-10-20,Completed,Shaki,5.0
PR-2024-02831,2024-02-01,DEP-006,CAT-019,SUP-095,Request for Quotation,538,1175.81,1271.09,2024-02-05,2024-02-23,2024-02-27,Completed,Baku,4.7
PR-2025-02832,2025-09-23,DEP-008,CAT-011,SUP-031,Request for Quotation,12,5489.45,5344.49,2025-10-20,2025-12-13,2025-12-14,Completed,Shaki,3.9
PR-2025-02833,2025-02-13,DEP-005,CAT-009,SUP-065,Open Tender,187,699.95,645.41,2025-03-13,2025-03-28,,In Progress,Baku,
PR-2025-02834,2025-08-06,DEP-001,CAT-004,SUP-040,Open Tender,13,1240.94,1160.47,2025-08-14,2025-10-02,2025-10-05,Completed,Baku,4.5
PR-2024-02835,2024-06-16,DEP-008,CAT-003,SUP-040,Open Tender,74,395.15,336.69,2024-07-03,2024-08-02,2024-08-10,Completed,Ganja,4.4
PR-2025-02836,2025-02-27,DEP-011,CAT-013,SUP-010,Request for Quotation,7,,7319.36,2025-03-24,2025-04-24,2025-04-19,Completed,Mingachevir,4.1
PR-2026-02837,2026-03-16,DEP-001,CAT-006,SUP-100,Request for Quotation,43,579.87,538.99,2026-03-23,2026-04-14,2026-04-08,Completed,Baku,5.0
PR-2024-02838,2024-06-10,DEP-004,CAT-011,SUP-066,Open Tender,12,983.37,869.08,2024-06-25,2024-07-22,2024-07-26,Completed,Baku,3.6
PR-2024-02839,2024-02-08,DEP-004,CAT-018,SUP-042,Direct Purchase,1,4633.38,4348.6,2024-03-01,2024-04-07,,In Progress,Baku,
PR-2025-02840,2025-10-17,DEP-004,CAT-015,SUP-080,Direct Purchase,1,16184.9,16775.27,2025-11-03,2025-12-28,2025-12-25,Completed,Baku,3.8
PR-2026-02841,2026-08-30,DEP-008,CAT-007,SUP-086,Open Tender,513,19.69,16.83,2026-09-02,2026-10-09,2026-10-16,Completed,Ganja,3.9
PR-2024-02842,2024-05-28,DEP-001,CAT-005,SUP-117,Open Tender,26,406.7,371.44,2024-06-09,2024-06-26,2024-06-25,Completed,Shaki,4.0
PR-2024-02843,2024-07-14,DEP-002,CAT-008,SUP-017,Direct Purchase,578,137.3,137.33,2024-08-07,2024-09-26,,Cancelled,Baku,
PR-2026-02844,2026-03-27,DEP-009,CAT-017,SUP-108,Request for Quotation,113,1961.48,1934.72,2026-04-21,2026-05-21,2026-05-27,Completed,Baku,3.8
PR-2025-02845,2025-04-30,DEP-007,CAT-008,SUP-009,Request for Quotation,595,31.5,29.9,2025-05-08,2025-06-29,2025-07-03,Completed,Baku,4.5
PR-2024-02846,2024-10-09,DEP-007,CAT-023,SUP-003,Direct Purchase,197,69.83,71.47,2024-10-26,2024-11-30,2024-11-22,Completed,Mingachevir,5.0
PR-2026-02847,2026-05-30,DEP-004,CAT-003,SUP-054,Open Tender,42,420.48,397.86,2026-06-12,2026-07-12,2026-07-15,Completed,Baku,3.6
PR-2024-02848,2024-08-21,DEP-010,CAT-005,SUP-007,Direct Purchase,38,676.65,680.97,2024-09-09,2024-09-24,2024-09-24,Completed,Baku,4.4
PR-2024-02849,2024-06-30,DEP-007,CAT-022,SUP-102,Request for Quotation,2,940.84,919.37,2024-07-15,2024-08-02,2024-08-17,Completed,Baku,2.3
PR-2025-02850,2025-10-31,DEP-010,CAT-024,SUP-014,Open Tender,95,33.69,35.86,2025-11-27,2026-01-14,2026-01-27,Completed,Ganja,3.2
PR-2024-02851,2024-02-03,DEP-006,CAT-016,SUP-074,Direct Purchase,1,13363.1,12989.06,2024-02-11,2024-02-22,,Pending,Shirvan,
PR-2026-02852,2026-04-29,DEP-010,CAT-018,SUP-098,Request for Quotation,6,5511.25,5128.35,2026-05-22,2026-07-03,,In Progress,Baku,
PR-2024-02853,2024-07-06,DEP-007,CAT-022,SUP-110,Open Tender,36,370.25,340.5,2024-07-26,2024-08-04,,Pending,Baku,
PR-2025-02854,2025-03-29,DEP-003,CAT-007,SUP-020,Open Tender,688,41.82,35.7,2025-04-21,2025-05-17,2025-05-31,Completed,Baku,3.9
PR-2025-02855,2025-02-14,DEP-006,CAT-008,SUP-052,Open Tender,436,86.35,72.22,2025-03-03,2025-04-30,,In Progress,Baku,
PR-2024-02856,2024-09-30,DEP-005,CAT-012,SUP-023,Request for Quotation,9,13424.19,11986.21,2024-10-23,2024-12-22,2024-12-30,Completed,Baku,3.8
PR-2025-02857,2025-01-15,DEP-008,CAT-023,SUP-008,Framework Agreement,370,12.16,11.16,2025-02-03,2025-03-31,2025-03-29,Completed,Ganja,3.6
PR-2024-02858,2024-10-28,DEP-005,CAT-010,SUP-089,Open Tender,96,703.5,652.66,2024-11-09,2024-12-11,2024-12-16,Completed,Baku,3.3
PR-2024-02859,2024-07-26,DEP-001,CAT-004,SUP-054,Open Tender,2,6531.43,6386.7,2024-08-04,2024-08-25,2024-08-29,Completed,Sumgayit,3.8
PR-2024-02860,2024-02-19,DEP-001,CAT-002,SUP-041,Request for Quotation,1,915.83,1007.0,2024-03-07,2024-03-29,2024-03-21,Completed,Baku,4.2
PR-2024-02861,2024-09-20,DEP-004,CAT-008,SUP-070,Open Tender,51,129.02,116.42,2024-09-22,2024-11-13,2024-11-16,Completed,Baku,4.3
PR-2025-02862,2025-08-20,DEP-009,CAT-023,SUP-085,Request for Quotation,206,80.73,83.76,2025-09-15,2025-10-22,2025-10-19,Completed,Baku,4.7
PR-2024-02863,2024-01-19,DEP-008,CAT-012,SUP-039,Open Tender,4,1023.26,946.99,2024-02-01,2024-03-11,2024-03-10,Completed,Mingachevir,3.9
PR-2025-02864,2025-01-05,DEP-012,CAT-004,SUP-062,Framework Agreement,17,349.13,317.98,2025-01-20,2025-03-07,2025-03-13,Completed,Baku,4.5
PR-2024-02865,2024-03-11,DEP-006,CAT-022,SUP-104,Open Tender,19,7376.35,6994.7,2024-03-25,2024-04-18,2024-04-17,Completed,Baku,3.7
PR-2025-02866,2025-06-28,DEP-001,CAT-003,SUP-107,Direct Purchase,32,256.07,249.71,2025-07-18,2025-08-19,2025-08-20,Completed,Baku,5.0
PR-2024-02867,2024-04-16,DEP-001,CAT-005,SUP-001,Open Tender,11,3967.65,3777.88,2024-04-18,2024-05-01,2024-04-30,Completed,Baku,4.1
PR-2025-02868,2025-04-27,DEP-005,CAT-010,SUP-013,Open Tender,41,234.4,196.23,2025-05-13,2025-06-02,2025-05-21,Completed,Baku,4.5
PR-2024-02869,2024-08-07,DEP-005,CAT-001,SUP-001,Open Tender,66,1249.65,1050.59,2024-08-29,2024-10-09,2024-10-20,Completed,Baku,4.2
PR-2026-02870,2026-02-05,DEP-012,CAT-005,SUP-048,Open Tender,43,697.86,638.44,2026-02-10,2026-03-13,2026-03-14,Completed,Baku,4.1
PR-2025-02871,2025-11-22,DEP-012,CAT-006,SUP-025,Request for Quotation,1,598.81,567.57,2025-12-04,2025-12-27,2025-12-26,Completed,Baku,5.0
PR-2025-02872,2025-12-20,DEP-005,CAT-012,SUP-029,Open Tender,8,15570.88,13294.5,2026-01-13,2026-03-13,2026-03-17,Completed,Baku,4.1
PR-2026-02873,2026-03-01,DEP-012,CAT-005,SUP-007,Framework Agreement,8,625.74,551.34,2026-03-03,2026-03-16,2026-03-04,Completed,Baku,4.2
PR-2025-02874,2025-02-23,DEP-001,CAT-004,SUP-048,Framework Agreement,26,1096.97,1041.29,2025-03-18,2025-04-27,2025-05-07,Completed,Shaki,4.6
PR-2025-02875,2025-08-01,DEP-004,CAT-019,SUP-118,Request for Quotation,985,1572.73,1392.47,2025-08-29,2025-10-08,2025-10-09,Completed,Baku,3.1
PR-2026-02876,2026-01-12,DEP-007,CAT-007,SUP-020,Open Tender,159,45.59,41.0,2026-01-17,2026-02-14,2026-02-10,Completed,Baku,3.3
PR-2024-02877,2024-12-25,DEP-005,CAT-014,SUP-010,Open Tender,9,572.06,587.02,2025-01-02,2025-01-09,2025-01-07,Completed,Baku,4.4
PR-2024-02878,2024-11-05,DEP-003,CAT-016,SUP-114,Request for Quotation,4,3564.8,3543.92,2024-11-29,2025-01-17,,In Progress,Baku,
PR-2025-02879,2025-02-26,DEP-010,CAT-002,SUP-062,Open Tender,33,2165.67,2083.48,2025-03-13,2025-03-27,2025-03-20,Completed,Baku,4.4
PR-2024-02880,2024-04-19,DEP-004,CAT-020,SUP-066,Request for Quotation,927,1.86,1.99,2024-05-01,2024-05-11,,Pending,Baku,
PR-2024-02881,2024-06-08,DEP-005,CAT-011,SUP-011,Open Tender,9,5530.67,4727.92,2024-06-25,2024-08-01,2024-07-26,Completed,Baku,4.3
PR-2025-02882,2025-12-26,DEP-004,CAT-019,SUP-016,Direct Purchase,289,1698.96,1809.29,2026-01-05,2026-02-27,2026-03-02,Completed,Mingachevir,2.9
PR-2025-02883,2025-01-12,DEP-006,CAT-016,SUP-080,Open Tender,3,2873.25,2749.84,2025-01-17,2025-03-09,2025-03-08,Completed,Mingachevir,4.0
PR-2025-02884,2025-07-05,DEP-008,CAT-012,SUP-018,Request for Quotation,10,630.54,594.08,2025-07-24,2025-08-19,,Cancelled,Ganja,
PR-2026-02885,2026-06-29,DEP-007,CAT-008,SUP-070,Direct Purchase,817,65.72,64.29,2026-07-03,2026-07-30,2026-07-26,Completed,Baku,4.0
PR-2026-02886,2026-06-18,DEP-008,CAT-006,SUP-100,Open Tender,32,1255.31,1165.94,2026-07-04,2026-07-22,2026-07-15,Completed,Ganja,4.9
PR-2025-02887,2025-04-04,DEP-012,CAT-011,SUP-029,Framework Agreement,7,4214.57,3731.3,2025-04-14,2025-06-08,2025-06-03,Completed,Baku,3.5
PR-2026-02888,2026-07-25,DEP-004,CAT-012,SUP-011,Open Tender,11,801.5,710.86,2026-08-05,2026-08-30,2026-08-25,Completed,Shirvan,5.0
PR-2024-02889,2024-08-07,DEP-012,CAT-008,SUP-086,Framework Agreement,98,58.09,55.13,2024-08-20,2024-10-11,2024-10-03,Completed,Baku,4.3
PR-2026-02890,2026-01-17,DEP-007,CAT-007,SUP-009,Framework Agreement,465,7.35,6.76,2026-01-28,2026-02-07,2026-01-28,Completed,Baku,4.1
PR-2026-02891,2026-06-12,DEP-003,CAT-003,SUP-001,Open Tender,61,605.31,650.29,2026-07-05,2026-07-14,,Pending,Baku,
PR-2024-02892,2024-12-27,DEP-005,CAT-014,SUP-099,Open Tender,5,4554.12,4165.7,2024-12-31,2025-01-10,2025-01-03,Completed,Baku,4.6
PR-2024-02893,2024-02-28,DEP-007,CAT-022,SUP-019,Request for Quotation,38,2180.95,2212.51,2024-03-03,2024-04-29,2024-05-04,Completed,Baku,3.5
PR-2026-02894,2026-07-13,DEP-001,CAT-009,SUP-052,Request for Quotation,1,525.48,493.16,2026-07-23,2026-07-31,2026-08-01,Completed,Baku,5.0
PR-2025-02895,2025-06-15,DEP-005,CAT-014,SUP-010,Open Tender,11,497.38,438.83,2025-06-28,2025-07-27,2025-07-26,Completed,Baku,4.5
PR-2024-02896,2024-08-08,DEP-011,CAT-007,SUP-009,Open Tender,122,4.31,3.71,2024-09-05,2024-10-01,2024-10-03,Completed,Baku,4.3
PR-2024-02897,2024-05-22,DEP-005,CAT-011,SUP-031,Direct Purchase,1,5714.45,5599.96,2024-06-02,2024-06-17,,Pending,Baku,
PR-2026-02898,2026-06-28,DEP-005,CAT-012,SUP-031,Open Tender,1,18678.52,20740.44,2026-07-19,2026-09-11,2026-08-30,Completed,Baku,4.4
PR-2026-02899,2026-04-16,DEP-009,CAT-018,SUP-042,Direct Purchase,8,2220.36,2273.22,2026-04-19,2026-06-16,2026-06-04,Completed,Baku,3.9
PR-2025-02900,2025-11-21,DEP-008,CAT-012,SUP-011,Framework Agreement,5,8365.66,9300.21,2025-12-05,2026-01-17,,Completed,Absheron,4.8
PR-2025-02901,2025-03-20,DEP-008,CAT-011,SUP-031,Request for Quotation,11,9062.42,8226.37,2025-04-01,2025-05-13,2025-05-16,Completed,Ganja,4.0
PR-2025-02902,2025-04-15,DEP-012,CAT-007,SUP-086,Framework Agreement,292,24.44,22.59,2025-04-27,2025-06-15,2025-06-20,Completed,Baku,4.9
PR-2024-02903,2024-02-18,DEP-006,CAT-010,SUP-037,Request for Quotation,74,368.68,349.55,2024-02-20,2024-03-27,2024-04-03,Completed,Baku,3.2
PR-2025-02904,2025-01-28,DEP-012,CAT-017,SUP-112,Open Tender,78,929.76,812.7,2025-02-13,2025-03-07,,In Progress,Baku,
PR-2024-02905,2024-06-01,DEP-006,CAT-015,SUP-083,Framework Agreement,4,3250.62,2935.5,2024-06-14,2024-08-07,2024-08-07,Completed,Shaki,5.0
PR-2026-02906,2026-05-17,DEP-005,CAT-012,SUP-024,Open Tender,5,5918.78,5686.08,2026-06-04,2026-07-17,2026-07-12,Completed,Baku,4.1
PR-2026-02907,2026-08-25,DEP-001,CAT-005,SUP-025,Framework Agreement,68,1463.15,1348.89,2026-09-22,2026-11-14,2026-11-08,Completed,Baku,4.3
PR-2025-02908,2025-04-12,DEP-006,CAT-016,SUP-080,Open Tender,4,21061.87,17950.71,2025-04-18,2025-05-13,2025-05-01,Completed,Baku,4.3
PR-2026-02909,2026-01-12,DEP-008,CAT-007,SUP-068,Direct Purchase,151,2.07,1.95,2026-02-02,2026-03-17,2026-03-19,Completed,Ganja,4.8
PR-2026-02910,2026-07-04,DEP-010,CAT-004,SUP-041,Request for Quotation,75,3798.97,3538.84,2026-07-22,2026-08-26,2026-09-02,Completed,Baku,4.0
PR-2024-02911,2024-10-30,DEP-003,CAT-021,SUP-104,Open Tender,49,2592.69,2208.99,2024-11-17,2024-11-27,2024-12-02,Completed,Lankaran,3.6
PR-2025-02912,2025-03-23,DEP-012,CAT-002,SUP-101,Open Tender,32,1873.92,1758.16,2025-04-18,2025-05-27,2025-06-03,Completed,Baku,4.1
PR-2025-02913,2025-09-10,DEP-002,CAT-019,SUP-016,Request for Quotation,504,115.33,105.56,2025-09-14,2025-10-12,2025-10-19,Completed,Baku,3.3
PR-2025-02914,2025-03-30,DEP-009,CAT-008,SUP-082,Open Tender,315,176.96,161.8,2025-04-21,2025-05-19,2025-05-13,Completed,Sumgayit,4.3
PR-2024-02915,2024-07-12,DEP-004,CAT-011,SUP-030,Framework Agreement,4,5275.51,4660.87,2024-07-20,2024-09-05,,Cancelled,Absheron,
PR-2025-02916,2025-12-13,DEP-001,CAT-002,SUP-107,Direct Purchase,55,2251.7,2268.29,2026-01-06,2026-01-26,2026-01-19,Completed,Baku,4.6
PR-2026-02917,2026-05-14,DEP-004,CAT-011,SUP-031,Open Tender,4,728.56,803.56,2026-05-23,2026-06-20,,In Progress,Baku,
PR-2026-02918,2026-07-06,DEP-007,CAT-022,SUP-117,Open Tender,6,9661.13,10972.68,2026-07-22,2026-08-03,2026-08-02,Completed,Baku,4.4
PR-2025-02919,2025-06-08,DEP-005,CAT-011,SUP-119,Open Tender,12,6423.73,5618.37,2025-06-20,2025-07-06,2025-06-30,Completed,Baku,4.8
PR-2024-02920,2024-11-29,DEP-005,CAT-012,SUP-113,Open Tender,10,1236.24,1011.61,2024-12-17,2025-01-12,,Pending,Baku,
PR-2024-02921,2024-04-14,DEP-010,CAT-017,SUP-076,Request for Quotation,73,560.28,537.63,2024-04-21,2024-05-08,2024-04-29,Completed,Baku,3.9
PR-2025-02922,2025-03-05,DEP-005,CAT-009,SUP-065,Open Tender,68,352.65,322.57,2025-03-07,2025-04-05,2025-04-03,Completed,Baku,4.5
PR-2026-02923,2026-01-17,DEP-001,CAT-004,SUP-054,Direct Purchase,74,1095.85,1067.53,2026-01-26,2026-02-09,2026-02-12,Completed,Lankaran,4.0
PR-2024-02924,2024-08-24,DEP-007,CAT-011,SUP-051,Framework Agreement,10,558.06,488.36,2024-09-09,2024-10-22,2024-10-18,Completed,Baku,3.2
PR-2025-02925,2025-04-05,DEP-001,CAT-005,SUP-054,Request for Quotation,2,3182.37,3021.15,2025-04-24,2025-05-04,2025-05-08,Completed,Baku,4.3
PR-2025-02926,2025-08-01,DEP-001,CAT-002,SUP-054,Request for Quotation,80,1051.18,970.04,2025-08-16,2025-08-23,2025-08-25,Completed,Absheron,3.6
PR-2024-02927,2024-06-05,DEP-002,CAT-007,SUP-070,Open Tender,644,15.19,14.25,2024-07-01,2024-07-25,2024-07-28,Completed,Baku,4.7
PR-2026-02928,2026-06-03,DEP-005,CAT-011,SUP-011,Open Tender,9,1151.81,1091.97,2026-06-05,2026-06-28,2026-07-07,Completed,Baku,4.6
PR-2026-02929,2026-08-20,DEP-010,CAT-024,SUP-073,Request for Quotation,45,141.18,136.55,2026-09-12,2026-10-29,,In Progress,Baku,
PR-2024-02930,2024-08-08,DEP-010,CAT-005,SUP-100,Open Tender,60,2035.86,1759.79,2024-08-14,2024-09-22,2024-09-10,Completed,Baku,4.8
PR-2024-02931,2024-12-22,DEP-005,CAT-013,SUP-057,Framework Agreement,1,4306.11,3976.24,2025-01-02,2025-01-26,2025-01-23,Completed,Baku,3.8
PR-2026-02932,2026-06-16,DEP-010,CAT-020,SUP-016,Request for Quotation,26,2.35,2.35,2026-07-04,2026-08-03,2026-08-15,Completed,Mingachevir,2.8
PR-2024-02933,2024-04-18,DEP-005,CAT-010,SUP-089,Open Tender,112,363.02,327.78,2024-05-01,2024-05-25,2024-05-25,Completed,Baku,3.5
PR-2024-02934,2024-07-21,DEP-012,CAT-007,SUP-064,Direct Purchase,165,4.28,4.32,2024-07-24,2024-08-01,2024-07-28,Completed,Baku,4.5
PR-2024-02935,2024-11-26,DEP-010,CAT-024,SUP-038,Request for Quotation,197,8.96,9.24,2024-12-16,2025-01-06,2025-01-12,Completed,Baku,4.3
PR-2024-02936,2024-08-15,DEP-008,CAT-006,SUP-025,Open Tender,68,4797.77,4581.53,2024-09-12,2024-10-16,2024-10-09,Completed,Ganja,4.7
PR-2026-02937,2026-06-30,DEP-007,CAT-007,SUP-068,Framework Agreement,449,15.31,17.92,2026-07-27,2026-08-30,2026-09-06,Completed,Baku,4.4
PR-2025-02938,2025-12-04,DEP-004,CAT-012,SUP-023,Framework Agreement,12,1735.99,1522.63,2025-12-19,2026-01-04,2026-01-08,Completed,Baku,3.9
PR-2024-02939,2024-05-30,DEP-004,CAT-004,SUP-107,Open Tender,77,2911.68,2543.21,2024-06-06,2024-06-19,2024-06-17,Completed,Baku,4.1
PR-2026-02940,2026-03-10,DEP-001,CAT-006,SUP-054,Open Tender,14,1623.89,1471.17,2026-03-17,2026-04-08,2026-04-13,Completed,Baku,4.0
PR-2025-02941,2025-10-26,DEP-005,CAT-012,SUP-031,Request for Quotation,2,328.91,293.34,2025-11-07,2026-01-02,2026-01-12,Completed,Baku,4.1
PR-2024-02942,2024-06-28,DEP-004,CAT-014,SUP-010,Request for Quotation,8,1193.92,1103.29,2024-07-01,2024-07-31,,In Progress,Baku,
PR-2024-02943,2024-02-15,DEP-009,CAT-007,SUP-082,Open Tender,577,21.57,23.79,2024-03-09,2024-03-22,2024-03-12,Completed,Baku,5.0
PR-2024-02944,2024-03-26,DEP-008,CAT-020,SUP-016,Open Tender,237,2.04,1.95,2024-04-20,2024-06-11,2024-06-19,Completed,Ganja,3.5
PR-2025-02945,2025-02-18,DEP-008,CAT-015,SUP-056,Request for Quotation,5,18856.62,18435.76,2025-02-26,2025-04-01,2025-04-05,Completed,Ganja,5.0
PR-2025-02946,2025-06-11,DEP-001,CAT-003,SUP-025,Open Tender,54,306.79,278.4,2025-06-21,2025-08-03,,In Progress,Baku,
PR-2024-02947,2024-09-06,DEP-004,CAT-002,SUP-107,Direct Purchase,17,1804.6,1834.88,2024-09-10,2024-09-26,2024-10-08,Completed,Shirvan,4.6
PR-2026-02948,2026-02-15,DEP-009,CAT-019,SUP-118,Request for Quotation,710,616.78,568.71,2026-03-08,2026-04-01,2026-04-06,Completed,Baku,3.2
PR-2025-02949,2025-08-04,DEP-004,CAT-011,SUP-023,Open Tender,4,2278.41,2023.52,2025-08-17,2025-09-06,2025-09-08,Completed,Baku,3.4
PR-2025-02950,2025-07-09,DEP-010,CAT-024,SUP-073,Request for Quotation,217,71.18,67.4,2025-07-14,2025-08-05,2025-07-31,Completed,Sumgayit,4.5
PR-2025-02951,2025-09-08,DEP-010,CAT-018,SUP-090,Request for Quotation,1,1231.08,1280.82,2025-09-16,2025-11-08,2025-11-04,Completed,Baku,4.9
PR-2025-02952,2025-09-14,DEP-003,CAT-017,SUP-050,Direct Purchase,21,168.58,178.46,2025-09-26,2025-10-06,2025-10-03,Completed,Sumgayit,4.0
PR-2025-02953,2025-10-17,DEP-003,CAT-017,SUP-050,Request for Quotation,75,668.85,681.21,2025-10-26,2025-11-14,2025-11-18,Completed,Baku,4.0
PR-2025-02954,2025-04-30,DEP-004,CAT-002,SUP-025,Direct Purchase,9,2213.83,2070.75,2025-05-20,2025-06-01,2025-05-30,Completed,Lankaran,4.1
PR-2025-02955,2025-04-28,DEP-008,CAT-006,SUP-025,Open Tender,64,3757.62,3378.13,2025-05-08,2025-06-04,,Pending,Absheron,
PR-2025-02956,2025-08-14,DEP-009,CAT-023,SUP-059,Request for Quotation,29,105.31,112.01,2025-08-24,2025-09-20,2025-09-26,Completed,Sumgayit,4.2
PR-2024-02957,2024-06-07,DEP-001,CAT-006,SUP-007,Open Tender,2,8229.5,7746.06,2024-07-03,2024-07-22,2024-07-17,Completed,Baku,4.4
PR-2024-02958,2024-07-25,DEP-008,CAT-005,SUP-041,Open Tender,79,3941.43,3459.53,2024-08-22,2024-09-16,2024-09-24,Completed,Ganja,4.0
PR-2025-02959,2025-01-07,DEP-012,CAT-001,SUP-025,Open Tender,78,2294.05,2183.3,2025-01-18,2025-02-21,2025-02-25,Completed,Baku,4.7
PR-2024-02960,2024-02-02,DEP-008,CAT-020,SUP-012,Request for Quotation,499,1.51,1.49,2024-02-07,2024-02-21,2024-02-25,Completed,Ganja,3.2
PR-2024-02961,2024-02-13,DEP-001,CAT-005,SUP-084,Direct Purchase,10,665.88,783.53,2024-03-06,2024-03-20,,Cancelled,Sumgayit,
PR-2026-02962,2026-06-25,DEP-012,CAT-017,SUP-112,Request for Quotation,104,213.97,209.88,2026-07-02,2026-08-23,2026-08-20,Completed,Shirvan,3.3
PR-2024-02963,2024-07-22,DEP-008,CAT-007,SUP-021,Open Tender,127,4.84,4.4,2024-07-25,2024-08-23,2024-08-23,Completed,Mingachevir,4.2
PR-2026-02964,2026-08-08,DEP-007,CAT-007,SUP-009,Request for Quotation,503,36.34,33.49,2026-08-14,2026-09-05,2026-09-07,Completed,Baku,4.8
PR-2024-02965,2024-02-14,DEP-001,CAT-006,SUP-040,Request for Quotation,75,611.2,580.96,2024-02-19,2024-03-15,2024-03-18,Completed,Baku,4.0
PR-2024-02966,2024-01-21,DEP-004,CAT-010,SUP-036,Framework Agreement,19,397.59,356.19,2024-02-09,2024-03-29,2024-04-05,Completed,Ganja,5.0
PR-2026-02967,2026-08-17,DEP-010,CAT-018,SUP-042,Direct Purchase,9,6928.86,6695.27,2026-08-24,2026-10-07,2026-10-06,Completed,Sumgayit,4.5
PR-2025-02968,2025-02-26,DEP-003,CAT-007,SUP-017,Framework Agreement,621,,8.75,2025-03-21,2025-04-18,,Cancelled,Shirvan,
PR-2024-02969,2024-07-26,DEP-002,CAT-015,SUP-006,Open Tender,3,1842.65,1800.46,2024-08-21,2024-10-14,,Cancelled,Shirvan,
PR-2024-02970,2024-06-21,DEP-010,CAT-006,SUP-007,Framework Agreement,44,1195.72,1156.39,2024-07-04,2024-07-15,,In Progress,Baku,
PR-2026-02971,2026-01-15,DEP-005,CAT-019,SUP-044,Framework Agreement,985,2618.24,2409.67,2026-02-06,2026-03-11,2026-02-27,Completed,Baku,4.4
PR-2024-02972,2024-10-21,DEP-001,CAT-003,SUP-107,Request for Quotation,25,281.08,294.95,2024-10-23,2024-11-24,2024-11-12,Completed,Baku,4.1
PR-2025-02973,2025-09-10,DEP-012,CAT-017,SUP-071,Open Tender,100,1168.43,1222.96,2025-09-16,2025-10-31,2025-10-27,Completed,Baku,3.4
PR-2025-02974,2025-09-01,DEP-006,CAT-008,SUP-008,Direct Purchase,291,204.55,214.03,2025-09-07,2025-10-07,2025-10-05,Completed,Baku,3.7
PR-2026-02975,2026-03-06,DEP-010,CAT-003,SUP-054,Open Tender,54,808.66,701.9,2026-03-21,2026-05-02,2026-05-11,Completed,Baku,3.9
PR-2025-02976,2025-05-18,DEP-008,CAT-019,SUP-118,Open Tender,283,749.28,717.64,2025-05-30,2025-07-21,,Pending,Ganja,
PR-2024-02977,2024-12-08,DEP-004,CAT-003,SUP-101,Open Tender,49,506.27,471.01,2024-12-25,2025-02-22,2025-02-15,Completed,Baku,4.2
PR-2025-02978,2025-12-01,DEP-005,CAT-010,SUP-119,Open Tender,135,399.19,375.44,2025-12-04,2025-12-24,2025-12-26,Completed,Baku,5.0
PR-2025-02979,2025-10-05,DEP-005,CAT-014,SUP-099,Open Tender,3,2507.64,2217.43,2025-10-31,2025-11-13,2025-11-11,Completed,Mingachevir,4.5
PR-2025-02980,2025-02-07,DEP-002,CAT-007,SUP-017,Framework Agreement,708,44.64,35.49,2025-02-10,2025-02-28,2025-03-03,Completed,Sumgayit,4.1
PR-2024-02981,2024-08-16,DEP-005,CAT-011,SUP-011,Request for Quotation,6,807.87,741.08,2024-08-22,2024-09-03,2024-08-28,Completed,Baku,5.0
PR-2024-02982,2024-05-27,DEP-002,CAT-015,SUP-056,Open Tender,5,14096.45,12728.17,2024-05-31,2024-07-07,,In Progress,Baku,
PR-2026-02983,2026-04-04,DEP-012,CAT-008,SUP-084,Open Tender,653,232.85,219.63,2026-04-08,2026-06-01,2026-06-06,Completed,Mingachevir,4.2
PR-2024-02984,2024-08-25,DEP-008,CAT-019,SUP-095,Open Tender,19,255.7,218.35,2024-09-07,2024-10-02,2024-09-21,Completed,Ganja,4.8
PR-2026-02985,2026-07-09,DEP-008,CAT-002,SUP-100,Request for Quotation,67,2093.45,2004.9,2026-07-31,2026-08-08,2026-08-05,Completed,Lankaran,4.1
PR-2025-02986,2025-04-30,DEP-002,CAT-008,SUP-068,Request for Quotation,100,345.46,323.04,2025-05-06,2025-06-16,2025-06-22,Completed,Lankaran,4.9
PR-2026-02987,2026-07-19,DEP-004,CAT-006,,Direct Purchase,21,895.73,957.38,2026-07-21,2026-08-26,2026-08-23,Completed,Ganja,4.7
PR-2026-02988,2026-05-10,DEP-001,CAT-001,SUP-001,Open Tender,21,1401.31,1194.22,2026-05-30,2026-07-28,2026-08-02,Completed,Baku,4.4
PR-2024-02989,2024-08-23,DEP-009,CAT-023,SUP-063,Open Tender,331,40.84,35.45,2024-09-08,2024-11-03,2024-11-08,Completed,Baku,4.8
PR-2025-02990,2025-08-17,DEP-010,CAT-007,SUP-009,Request for Quotation,476,11.34,9.98,2025-09-13,2025-10-14,,In Progress,Sumgayit,
